"","SRR5256874_5","SRR5256876","SRR5256877_8","SRR5256879","SRR5256880_1","SRR5256882_3"
"tRF-17-8PW7W24",0,0,1,0,0,0
"tRF-17-8PW7WK4",0,1,28,0,2,0
"tRF-17-8R1546J",5,1,0,2,0,0
"tRF-17-8R6546J",74,29,67,43,20,12
"tRF-17-8R6Q46J",55,29,45,24,20,4
"tRF-17-8RPY8HK",0,0,0,0,1,0
"tRF-17-8S2SP52",1,0,0,0,0,0
"tRF-17-8S68L52",116,91,137,113,67,27
"tRF-17-8S746D2",0,0,0,1,0,0
"tRF-17-8SPOL52",92,43,64,60,12,9
"tRF-17-8WQ0D52",1,0,0,0,0,0
"tRF-17-8Y3DUV2",69,50,212,39,37,42
"tRF-17-8Y3HSV2",92,72,175,78,41,40
"tRF-17-8YWJUV2",0,2,11,1,2,1
"tRF-17-91M3WD5",0,1,0,0,0,0
"tRF-17-941QKSJ",9,1,4,2,2,0
"tRF-17-96L85DK",3,3,12,1,1,1
"tRF-17-9D5HLYL",7,7,0,3,0,1
"tRF-17-9EDJSY1",0,2,0,0,0,1
"tRF-17-9KIWRNK",0,0,0,0,2,4
"tRF-17-9L5F823",0,0,0,0,1,0
"tRF-17-9L5HJVQ",0,0,0,1,0,0
"tRF-17-9L5HMVQ",0,0,0,1,0,0
"tRF-17-9LQHWU3",3,0,0,0,0,0
"tRF-17-9MVH7PL",0,0,0,1,0,0
"tRF-17-9N15WVN",2,1,15,2,1,1
"tRF-17-9N1EWJM",5,1,5,5,1,1
"tRF-17-9N1QKSJ",2,0,0,0,1,0
"tRF-17-9NDJ581",0,2,5,2,3,0
"tRF-17-9NDJ781",3,0,0,0,3,0
"tRF-17-9NFJE85",1,0,0,0,0,0
"tRF-17-9NH5HY3",0,0,0,1,0,0
"tRF-17-9NH5SY3",5,6,11,6,4,0
"tRF-17-9Q53K8N",1,0,4,2,1,2
"tRF-17-9Q5JK8N",6,5,20,7,6,3
"tRF-17-9RQ4R9L",0,0,0,0,1,0
"tRF-17-9W53K8N",1,1,0,0,0,0
"tRF-17-B162XB1",0,0,9,0,0,0
"tRF-17-B1RHOD1",4,4,3,6,1,2
"tRF-17-B4S2QIK",0,1,0,0,0,0
"tRF-17-B4ZPEK3",1,2,20,3,0,0
"tRF-17-B7Z92K1",0,0,3,0,0,1
"tRF-17-BE7XO8M",0,0,7,1,2,2
"tRF-17-BM32LJJ",17,9,49,10,3,1
"tRF-17-BMWIRJ3",0,0,6,0,0,0
"tRF-17-BQ6ZW6J",0,0,9,0,0,0
"tRF-17-BRMR715",2,1,0,1,0,0
"tRF-17-BS68BFJ",427,184,536,318,182,67
"tRF-17-BS6PBFJ",0,0,2,0,0,0
"tRF-17-BS6PDFJ",72,65,139,67,49,7
"tRF-17-BSDEL8N",0,0,0,0,0,1
"tRF-17-BSF8BFJ",3,0,0,1,0,0
"tRF-17-BX1WZ44",0,0,3,0,0,0
"tRF-17-BZOS4Y1",72,34,72,16,10,3
"tRF-17-D33U7SF",0,0,0,0,1,0
"tRF-17-D4S0QM4",1,0,0,0,0,0
"tRF-17-D5F1D0J",0,0,7,0,0,0
"tRF-17-D6MSRM1",1,0,0,0,0,0
"tRF-17-D7LYR15",1,0,2,0,0,0
"tRF-17-D7M4615",1,0,0,0,0,0
"tRF-17-D81H935",0,0,0,1,0,0
"tRF-17-D8E0LVP",1,0,0,0,0,0
"tRF-17-D8H0QMP",0,0,0,0,0,1
"tRF-17-D8V0L9M",1,1,0,0,0,0
"tRF-17-D9W1X6K",7,5,15,8,1,4
"tRF-17-DF7UK8N",1,1,0,2,2,2
"tRF-17-DHXY6RI",0,1,0,0,0,0
"tRF-17-DI2OOIM",0,0,1,0,0,0
"tRF-17-DP5IUDJ",4,1,0,1,0,0
"tRF-17-DR2RWMM",1,0,0,0,0,0
"tRF-17-DR69OK1",2,0,0,0,0,0
"tRF-17-DRFU8UN",0,1,0,1,0,0
"tRF-17-DRJRWMM",1,1,0,0,1,0
"tRF-17-DRR4KR5",2,1,0,0,0,0
"tRF-17-DWY2MJ5",4,1,12,1,4,2
"tRF-17-E7QN7JK",1,0,15,1,2,0
"tRF-17-E8Q2B52",1,0,1,0,0,0
"tRF-17-EH623KN",0,1,0,0,1,0
"tRF-17-EH6KK8N",1,1,3,3,1,0
"tRF-17-EMXZU5M",0,0,0,0,1,0
"tRF-17-ERM4921",0,2,0,0,0,0
"tRF-17-EY0VWUJ",76,40,468,26,11,4
"tRF-17-EZOMJHI",1,0,2,0,0,0
"tRF-17-F0IURNK",1,0,0,0,0,0
"tRF-17-F8DHXY4",0,0,0,1,0,2
"tRF-17-FKWE6ML",1,0,0,0,0,0
"tRF-17-FP18LPK",0,0,3,0,0,0
"tRF-17-FPZD3KQ",2,0,0,0,0,0
"tRF-17-FSXMSLN",0,0,0,0,1,0
"tRF-17-H3SJRX5",2,0,1,0,0,0
"tRF-17-H48V7KQ",0,0,0,2,0,0
"tRF-17-H5SYNX2",0,0,4,0,0,1
"tRF-17-H7PU4HJ",18,11,9,14,11,0
"tRF-17-H7V3LYN",0,0,2,0,0,0
"tRF-17-H9R8B7J",3,4,5,0,0,0
"tRF-17-HDFX8QP",0,0,3,0,0,0
"tRF-17-HFO6FJ3",0,0,4,0,0,0
"tRF-17-HR07MSJ",15,11,10,4,6,1
"tRF-17-HR0VX6J",532,246,323,262,142,48
"tRF-17-HR0ZMSJ",3,2,5,1,1,0
"tRF-17-HRF867J",0,1,2,0,0,0
"tRF-17-HRF8X7J",0,0,3,2,1,0
"tRF-17-HRH7MSJ",24,29,124,20,7,15
"tRF-17-HRL7S5M",1,0,6,0,0,0
"tRF-17-HRMF3R1",1,0,0,0,0,0
"tRF-17-HRMFWR1",0,1,0,0,0,0
"tRF-17-HRRNWJ1",2,0,0,1,0,0
"tRF-17-HSQS52J",6,1,4,4,2,0
"tRF-17-HSQSD2J",19,4,52,3,11,4
"tRF-17-HSRVK7J",10,3,2,6,3,1
"tRF-17-HUB689P",0,0,0,0,0,1
"tRF-17-I2UKM7L",8,6,3,10,0,0
"tRF-17-I34JRX4",1,0,0,0,0,0
"tRF-17-I3FJQS3",1,0,0,0,0,0
"tRF-17-I7L7P5M",2,1,4,0,0,1
"tRF-17-I7LYR15",0,1,0,1,0,0
"tRF-17-I7LZM3M",0,0,7,0,0,0
"tRF-17-I7MN93J",0,0,2,0,0,2
"tRF-17-I7XUK8N",0,0,0,0,1,0
"tRF-17-I958M8N",1,0,0,0,0,0
"tRF-17-ILQ673H",0,0,0,0,1,0
"tRF-17-INVDRI2",38,3,2,16,4,5
"tRF-17-IPRVYJP",0,0,1,0,0,0
"tRF-17-IR3DR2M",2,1,3,3,0,0
"tRF-17-IR69OK1",0,2,0,1,0,0
"tRF-17-IR6MF0I",0,0,0,1,0,0
"tRF-17-IRJ9ZH1",2,0,15,6,1,2
"tRF-17-IRMJ6V1",0,2,0,2,1,0
"tRF-17-ISQI45K",1,0,71,2,0,1
"tRF-17-J09HJHL",1,0,0,0,0,0
"tRF-17-J0SU9E3",1,0,0,2,1,1
"tRF-17-J0SU9EK",1,0,7,3,0,1
"tRF-17-J8O9YE3",0,0,0,1,1,1
"tRF-17-J96YYDK",0,0,6,0,0,0
"tRF-17-JB5Y135",3,3,7,1,2,2
"tRF-17-JB5YJ35",3,0,8,1,1,2
"tRF-17-JB6YMW5",1,3,12,0,0,0
"tRF-17-JBRR935",2,0,5,0,0,0
"tRF-17-JKIKYUQ",1,1,0,0,0,0
"tRF-17-JKIWRNK",1,0,0,0,0,0
"tRF-17-JKSV5N2",0,0,0,1,0,0
"tRF-17-JMRPFQ2",1,1,4,5,1,0
"tRF-17-JOWU1MN",0,0,2,0,0,0
"tRF-17-JQSSM8N",0,1,0,1,0,0
"tRF-17-JUORYE3",0,0,1,0,0,0
"tRF-17-K0JNOR4",0,0,0,0,0,1
"tRF-17-K0SVRNK",1,1,0,3,0,0
"tRF-17-K0SWRNK",0,0,0,1,0,0
"tRF-17-K2821IM",0,1,0,0,0,0
"tRF-17-K34ZMKM",1,0,0,0,0,0
"tRF-17-K5I34J4",0,0,4,0,0,0
"tRF-17-K6S1852",2,0,0,0,1,0
"tRF-17-K84J83K",0,0,2,0,0,0
"tRF-17-K8HJ83K",1,1,0,0,1,0
"tRF-17-K8Q2B52",22,16,18,19,10,3
"tRF-17-KE6KM8N",14,1,3,2,3,1
"tRF-17-KJ5R5N2",0,0,3,0,0,0
"tRF-17-KKM1M35",0,0,2,0,0,0
"tRF-17-KQWYL1K",0,1,0,1,0,0
"tRF-17-KS8WP92",19,19,41,22,13,12
"tRF-17-KSP1852",145,51,140,96,37,25
"tRF-17-KSPM852",92,45,140,63,44,31
"tRF-17-KY4VXV2",138,61,234,93,42,22
"tRF-17-L2RRM35",2,0,0,0,0,1
"tRF-17-L85DMKQ",0,0,0,0,1,0
"tRF-17-L85J3KQ",0,0,4,0,0,0
"tRF-17-LB3KMB1",2,0,0,2,0,0
"tRF-17-LB5Y735",2,0,0,0,0,0
"tRF-17-LDKW34J",0,1,0,0,0,0
"tRF-17-LE2WMK5",0,2,0,0,0,0
"tRF-17-LJKP9BJ",0,1,0,0,0,0
"tRF-17-LMKWEKJ",1,0,0,0,0,0
"tRF-17-LP21W35",3,2,10,2,0,2
"tRF-17-LP7SDRP",0,0,0,2,0,0
"tRF-17-LPD338N",1,0,3,0,0,0
"tRF-17-LQ9476N",1,0,0,0,0,0
"tRF-17-LQBDYB1",0,0,2,0,0,0
"tRF-17-LQWJ9X1",1,0,8,1,0,0
"tRF-17-LUD3KSN",0,0,2,0,0,0
"tRF-17-LY5X1IJ",0,0,1,0,0,0
"tRF-17-M1M3WD5",8,2,15,1,1,0
"tRF-17-M26RRNK",0,0,3,0,0,0
"tRF-17-M2OSRNK",0,0,4,0,0,0
"tRF-17-M3Q01MJ",2,0,0,0,0,0
"tRF-17-M664PUM",0,0,1,0,0,0
"tRF-17-MBQ4NKJ",13,12,12,5,4,3
"tRF-17-ME6KM8N",13,9,4,9,3,1
"tRF-17-MEF91SN",0,0,0,2,0,0
"tRF-17-MIF91SN",2,0,0,0,0,0
"tRF-17-MIMYSX4",1,0,0,0,0,0
"tRF-17-ML5F823",4,1,23,5,3,2
"tRF-17-ML5IHP1",0,0,0,1,0,0
"tRF-17-MLHVHB1",7,2,0,3,0,0
"tRF-17-MLQHWU3",7,6,16,4,2,0
"tRF-17-MMUKLYK",3,1,0,4,0,0
"tRF-17-MMUKLYL",3,3,0,1,0,0
"tRF-17-MNF91SM",2,0,2,2,3,0
"tRF-17-MNFV7SM",0,1,3,1,0,0
"tRF-17-MNFVISM",5,1,3,8,2,1
"tRF-17-MNFVNSM",0,0,0,1,0,0
"tRF-17-MNH5SY3",11,4,7,2,1,6
"tRF-17-MPW4PUN",47,18,3,11,7,0
"tRF-17-MQ5JK8N",6,3,21,6,6,0
"tRF-17-NB8PLMK",9,7,14,2,2,1
"tRF-17-NBRRX35",0,0,0,0,1,1
"tRF-17-NPSV9NK",1,0,0,0,0,0
"tRF-17-NSRJ7KQ",1,0,0,0,0,0
"tRF-17-NU3IND2",82,46,626,58,39,76
"tRF-17-NXJMFKQ",4,1,8,5,1,1
"tRF-17-NY2WI0M",0,0,0,0,1,0
"tRF-17-O0SRMNK",0,0,4,0,0,0
"tRF-17-O7M8LOK",0,0,0,1,0,0
"tRF-17-ODMJ6B2",1,0,5,1,0,0
"tRF-17-ODMJF02",0,1,0,0,0,0
"tRF-17-OMEMR32",0,1,0,0,0,0
"tRF-17-P7NPLPK",0,0,4,0,0,0
"tRF-17-PJ5830P",0,0,6,0,0,2
"tRF-17-PNMI7OJ",3,0,6,0,0,0
"tRF-17-PORSM35",0,4,0,1,0,0
"tRF-17-PSJ9852",1,1,8,0,0,0
"tRF-17-PSQP4P5",1,0,1,0,1,0
"tRF-17-PURYX35",1,4,4,0,0,0
"tRF-17-Q01LQKI",1,1,0,0,0,0
"tRF-17-Q01M3KQ",0,0,2,0,0,0
"tRF-17-Q2FWQ8M",4,1,1,3,1,1
"tRF-17-Q3V6M7M",0,0,3,0,1,0
"tRF-17-Q72S3HM",15,5,29,13,7,3
"tRF-17-Q89P9L5",0,0,5,0,0,0
"tRF-17-QI6IWO5",1,0,0,0,0,0
"tRF-17-QI6NVJ5",2,0,3,0,0,1
"tRF-17-QJ3KYUQ",0,0,0,1,0,0
"tRF-17-QK11M3Q",2,0,4,4,3,0
"tRF-17-QR17NS4",0,0,3,0,0,0
"tRF-17-QZ2S3HM",6,5,12,3,3,1
"tRF-17-QZPHM8N",1,0,0,0,0,0
"tRF-17-QZRK7SI",2,1,0,0,1,0
"tRF-17-R29P4PP",0,1,30,1,2,1
"tRF-17-R2IP4ON",0,1,0,0,0,0
"tRF-17-R3HJYK4",0,0,1,0,0,0
"tRF-17-R3IEWSN",6,4,3,2,4,0
"tRF-17-R7F8YKI",1,0,0,1,1,0
"tRF-17-R9BM32K",1,0,0,0,0,0
"tRF-17-R9JP9PK",0,0,0,0,1,0
"tRF-17-RERNLN3",1,0,0,0,0,0
"tRF-17-RESJ834",8,4,26,5,3,5
"tRF-17-RK7SIRQ",0,0,2,0,0,0
"tRF-17-RKIP4OI",0,0,0,0,1,0
"tRF-17-RKVPNPK",0,0,2,0,0,0
"tRF-17-RLXN48Q",0,1,9,2,0,1
"tRF-17-RNKSLPN",0,0,0,1,0,0
"tRF-17-RPFQJDQ",1,2,1,1,1,1
"tRF-17-RPFQRD5",197,96,99,139,61,24
"tRF-17-RPM830K",4,3,9,2,2,0
"tRF-17-RQ59W3Q",3,1,1,1,0,0
"tRF-17-RQ59WI5",2,2,9,1,0,0
"tRF-17-RRJ89OP",0,1,1,0,0,0
"tRF-17-RW18V6P",0,0,5,0,0,0
"tRF-17-RX1HI23",0,0,0,3,1,1
"tRF-17-RX1HZ23",3,0,0,0,0,0
"tRF-17-RX6NMH3",36,19,12,19,6,1
"tRF-17-RXSINHQ",43,30,36,16,17,12
"tRF-17-S2PMFIQ",0,4,7,1,0,0
"tRF-17-S3M830P",37,34,132,37,24,12
"tRF-17-S3S3R65",0,0,0,1,0,0
"tRF-17-S3SJRX5",1,0,0,0,0,1
"tRF-17-S4113KQ",1,1,5,1,1,2
"tRF-17-S41M3KQ",0,0,0,0,1,0
"tRF-17-S4I7LZK",1,0,4,0,0,0
"tRF-17-S4I7LZP",0,0,5,0,0,0
"tRF-17-S5S8R6J",3,5,17,3,2,1
"tRF-17-S7PVRSJ",1,0,0,1,0,0
"tRF-17-S8V0J6L",1,0,0,0,2,0
"tRF-17-S8V0J8L",1,1,3,1,1,0
"tRF-17-SBKKRSK",1,0,0,0,0,0
"tRF-17-SBUL6JQ",2,0,5,0,0,0
"tRF-17-SH113KQ",2,0,0,0,0,0
"tRF-17-SINHZ4M",1,0,5,0,0,0
"tRF-17-SR0P1SJ",0,0,1,0,0,0
"tRF-17-SRI8WPJ",0,0,1,0,0,0
"tRF-17-SU9ELBJ",1,0,0,0,0,0
"tRF-17-SWRYVMK",0,0,1,0,0,0
"tRF-17-SX1HNHQ",0,1,6,0,0,0
"tRF-17-SXQ3V2Q",1,0,1,0,1,1
"tRF-17-U0SR9NK",0,0,6,1,0,0
"tRF-17-U37Y93Q",0,0,3,0,0,0
"tRF-17-U45O6QP",4,0,2,6,0,2
"tRF-17-U9XW98J",1,0,0,2,0,0
"tRF-17-UKLYM9H",2,0,0,0,0,0
"tRF-17-V2Y8L95",13,2,27,8,4,7
"tRF-17-V36562I",0,1,0,0,0,0
"tRF-17-V3FVSP5",0,1,5,0,0,0
"tRF-17-V6M7QZ1",1,0,0,0,0,0
"tRF-17-VF54QFM",0,0,0,0,0,1
"tRF-17-VJFVSP5",1,0,0,0,0,0
"tRF-17-VL8RPY5",0,2,3,0,0,0
"tRF-17-VM7JL34",1,0,0,0,0,0
"tRF-17-VR3196K",1,0,3,0,1,0
"tRF-17-VU6RM35",1,0,0,0,0,0
"tRF-17-VUY9QZ4",1,0,0,0,0,0
"tRF-17-VUY9RZ4",1,0,0,0,0,0
"tRF-17-VW3H935",0,1,0,0,0,0
"tRF-17-W0K6721",0,0,1,0,0,0
"tRF-17-W282FNL",0,0,0,2,0,0
"tRF-17-W282FNM",0,0,0,3,0,0
"tRF-17-W36JIK1",0,0,0,1,0,0
"tRF-17-W3FJHP1",35,24,33,43,21,12
"tRF-17-W3FJIK1",263,137,120,252,143,18
"tRF-17-W47W1RN",3,0,2,0,0,0
"tRF-17-W6VM4J2",0,0,0,1,0,2
"tRF-17-W8WR64L",0,0,4,1,0,0
"tRF-17-W9RKM8N",2,0,0,4,2,0
"tRF-17-WB08Q2F",1,0,0,0,0,0
"tRF-17-WB863IM",1,0,0,0,0,0
"tRF-17-WB8689N",1,0,1,0,0,0
"tRF-17-WBKY4VP",0,0,4,0,0,0
"tRF-17-WE8SPOK",0,1,1,0,0,0
"tRF-17-WEKSPM5",1,0,0,0,0,0
"tRF-17-WF9Q5JJ",0,0,0,1,0,0
"tRF-17-WJQ72SJ",0,0,8,0,0,0
"tRF-17-WKXU53J",0,2,0,2,0,0
"tRF-17-WPMN1E5",0,0,0,1,0,0
"tRF-17-WS72092",95,41,204,64,36,21
"tRF-17-WS7K0R2",0,0,1,0,0,0
"tRF-17-WUH6QEJ",3,1,4,2,0,3
"tRF-17-X0S75NK",0,0,5,0,0,0
"tRF-17-X1MJWE5",1,0,0,0,0,0
"tRF-17-X3HRL7N",24,13,23,8,7,5
"tRF-17-X4J09KQ",0,0,0,0,0,2
"tRF-17-X55JK8N",1,1,0,0,0,0
"tRF-17-X5S411J",0,0,0,0,1,0
"tRF-17-XEKJ5RL",3,0,0,0,0,1
"tRF-17-XEKJDRL",0,0,2,0,0,0
"tRF-17-XLR828H",0,0,0,0,1,0
"tRF-17-XP18RZP",0,0,0,1,0,0
"tRF-17-XRPM46J",15,7,9,1,1,1
"tRF-17-XSXMSLN",2,3,6,4,0,2
"tRF-17-XU53K8N",1,0,1,0,0,0
"tRF-17-XXI363O",1,0,0,0,1,0
"tRF-17-Y3HRL7N",3,1,2,0,0,0
"tRF-17-Y5KK91K",0,0,0,0,1,0
"tRF-17-Y5KKM1K",1,1,4,1,0,0
"tRF-17-Y5LSM1K",6,3,6,8,4,0
"tRF-17-Y6FPZDJ",0,0,2,0,1,0
"tRF-17-Y87HFK5",0,1,0,0,0,0
"tRF-17-Y8L981M",3,4,39,4,2,4
"tRF-17-Y9H33PJ",0,0,4,0,0,0
"tRF-17-Y9PYKHK",1,0,1,0,0,0
"tRF-17-Y9RZRMK",0,1,0,1,0,1
"tRF-17-YEN0RRH",2,0,0,0,0,0
"tRF-17-YKISQI3",29,6,36,13,6,3
"tRF-17-YMEMXZO",0,0,0,0,0,1
"tRF-17-YO1N3KQ",0,0,0,0,1,0
"tRF-17-YPSV17J",0,0,1,3,0,0
"tRF-17-YR66EFJ",50,22,36,24,10,3
"tRF-17-YR66RBJ",0,1,0,0,1,0
"tRF-17-YRL51NK",0,0,2,0,0,0
"tRF-17-YRLV1NK",0,0,0,0,1,0
"tRF-17-YRRHQFJ",1652,1098,1620,1582,879,287
"tRF-17-YSQSD2J",37,23,215,27,19,20
"tRF-17-YU4RRW4",0,0,0,1,0,0
"tRF-17-YU9H935",1,0,0,0,0,0
"tRF-17-YUHRF8P",0,1,0,0,0,0
"tRF-17-Z516535",1,0,0,0,0,0
"tRF-17-Z90668J",3,0,25,3,4,2
"tRF-17-ZB8PLMK",3,0,0,0,0,0
"tRF-17-ZFMQ5JJ",0,0,0,0,1,0
"tRF-17-ZKRNLNJ",1,0,0,0,0,0
"tRF-17-ZKXU53J",0,2,0,0,0,0
"tRF-17-ZOSRI85",0,0,11,0,0,0
"tRF-17-ZVELXKJ",0,1,5,0,0,0
"tRF-17-ZXHY13J",8,2,3,2,0,0
"tRF-17-ZYJMN52",0,0,5,2,2,0
"tRF-18-01WZ03DR",0,0,2,0,0,0
"tRF-18-078SUXD2",1,0,0,0,1,0
"tRF-18-07QSNHD2",1339,758,1674,946,566,253
"tRF-18-09FKRFD2",0,0,1,0,0,0
"tRF-18-09Z51UD2",1,0,8,1,0,1
"tRF-18-0DFKN5DR",1,0,3,1,0,0
"tRF-18-0DIJZ7D1",0,0,3,0,0,0
"tRF-18-0JVRI803",0,1,0,0,0,0
"tRF-18-0L9RQ4DZ",0,0,0,0,0,1
"tRF-18-0P583004",30,16,108,23,13,29
"tRF-18-0PD83004",2,1,15,4,2,3
"tRF-18-0PRMQ005",0,0,0,1,0,0
"tRF-18-0RNQYXD2",1,0,7,0,0,0
"tRF-18-0RSSX7D2",120,58,122,81,45,18
"tRF-18-0VL8K80E",1,4,2,2,2,0
"tRF-18-16MSRMV",4,1,0,1,0,1
"tRF-18-183O9ES",0,0,0,1,0,0
"tRF-18-184KISD8",9,9,1,11,5,0
"tRF-18-188MENDM",0,1,0,0,0,0
"tRF-18-18LPMBD8",0,0,0,2,0,0
"tRF-18-18S2PN0L",0,0,0,1,0,0
"tRF-18-18V0LQDW",3,2,0,3,3,1
"tRF-18-18VUY9DW",0,0,0,0,1,0
"tRF-18-18Y3E7D8",2,4,1,0,0,0
"tRF-18-18YKISD8",28,19,39,25,11,4
"tRF-18-18YM0M0M",0,0,2,0,0,0
"tRF-18-19BMW3DX",0,0,0,0,1,0
"tRF-18-1EWJQ7D1",9,3,21,3,2,0
"tRF-18-1EWJQZD1",0,0,0,0,1,0
"tRF-18-1HWUNSD7",1,0,0,0,0,0
"tRF-18-1IK34ZD4",0,0,3,0,0,0
"tRF-18-1KVUY9DZ",12,3,7,12,5,7
"tRF-18-1MK8YUR",2,0,1,0,0,0
"tRF-18-1MQKYU0J",0,0,0,1,0,0
"tRF-18-1OHE10DQ",0,0,0,1,0,0
"tRF-18-1QKS3WD1",1,1,0,0,0,0
"tRF-18-1R7HFEV",0,0,4,0,0,0
"tRF-18-1RXSMMDV",0,0,0,1,0,0
"tRF-18-1SS2P4DX",0,0,2,2,0,0
"tRF-18-1SS2PMX",10,5,6,5,5,0
"tRF-18-245J7K05",0,1,0,0,0,0
"tRF-18-2E489BD3",5,0,0,0,0,0
"tRF-18-2E4V9KD3",1,1,12,0,0,0
"tRF-18-2EK8E0DJ",1,1,6,6,0,1
"tRF-18-2ERPFV0K",0,1,0,0,0,0
"tRF-18-2F5JYHV",1,0,4,0,0,0
"tRF-18-2F9IY9V",0,0,15,1,0,0
"tRF-18-2J1Y0SDZ",2,1,0,0,0,1
"tRF-18-2QR7F80O",1,0,0,0,0,0
"tRF-18-2S3HPSDZ",7,2,0,1,1,0
"tRF-18-2VR0PSDZ",0,0,4,0,0,0
"tRF-18-2WNIYFDM",0,0,0,0,3,0
"tRF-18-31QJ3K05",1,0,0,0,0,0
"tRF-18-3290Q4DZ",6,0,1,1,3,0
"tRF-18-32VIJMDZ",1,0,3,0,0,0
"tRF-18-3FPD4805",0,0,4,3,0,0
"tRF-18-45DBNIR",3,1,0,0,0,0
"tRF-18-45LSM1D4",0,1,8,0,0,1
"tRF-18-46S9Y8DY",2,0,6,0,0,2
"tRF-18-46S9Y8Y",0,1,6,0,0,0
"tRF-18-490VL8DJ",51,19,60,52,24,7
"tRF-18-4BRRN30K",0,0,0,0,0,1
"tRF-18-4E6L1F0P",10,4,9,9,2,1
"tRF-18-4P9L5HDI",1,0,2,0,0,0
"tRF-18-4PW3FJDD",2,1,15,2,1,2
"tRF-18-4PZ3FJDD",0,0,2,0,0,0
"tRF-18-4RP166D2",2,0,0,0,0,0
"tRF-18-4RRWRBD2",1,0,0,0,0,1
"tRF-18-4WVHJLD9",0,0,1,0,0,0
"tRF-18-4YDRFU0J",1,0,10,0,0,0
"tRF-18-4ZFVF8DU",0,0,2,0,0,0
"tRF-18-51MLHVDB",0,0,0,1,0,0
"tRF-18-5933JKR",0,0,4,0,0,0
"tRF-18-593J2HD1",0,0,0,0,1,0
"tRF-18-593KMHD1",1,0,0,0,0,0
"tRF-18-596VW6DK",7,1,12,3,4,2
"tRF-18-59KNNVDR",3,1,19,0,1,2
"tRF-18-5BF900R",5,1,10,1,0,0
"tRF-18-5L8RPY02",0,1,0,0,0,1
"tRF-18-5LDOV2DW",1,0,0,0,0,0
"tRF-18-5RM3Y8D1",1,0,6,0,0,2
"tRF-18-5RMJ6BD1",3,0,0,0,0,0
"tRF-18-5WF9180H",0,1,3,0,0,0
"tRF-18-60MV9JD2",0,0,0,2,0,0
"tRF-18-64VIJ40B",0,0,0,0,1,0
"tRF-18-67M8LOD4",0,0,4,0,0,0
"tRF-18-67NZU6D2",0,0,6,0,0,0
"tRF-18-68K87SW",0,0,3,0,0,0
"tRF-18-69M8NPDP",1,0,0,0,0,0
"tRF-18-6L1HWU05",0,0,4,0,0,0
"tRF-18-6L1HWUDQ",2,0,0,0,0,0
"tRF-18-6NMH49V",8,6,35,10,5,3
"tRF-18-6VXW8K0K",0,0,0,0,0,3
"tRF-18-6XQ6S80H",4,1,0,2,1,0
"tRF-18-70VR310N",37,21,30,16,11,1
"tRF-18-735L8RDV",0,0,0,1,0,1
"tRF-18-739P8WD8",2,0,1,0,0,0
"tRF-18-73FJQ4DQ",0,0,2,0,0,0
"tRF-18-73IEWSDQ",0,4,0,2,0,0
"tRF-18-73J6M9DV",1,0,3,0,0,0
"tRF-18-73UKJYDR",0,0,0,1,0,0
"tRF-18-73UKL4DR",0,0,0,0,1,0
"tRF-18-73V2Y8DM",1,0,0,3,1,0
"tRF-18-73V6M7DW",4,2,16,1,1,0
"tRF-18-73VL4YDN",4,2,24,3,2,2
"tRF-18-76D7M4DX",0,0,0,1,0,0
"tRF-18-76HRMFD3",0,0,5,0,0,0
"tRF-18-76IRM1W",0,0,3,0,0,0
"tRF-18-76RSJM0J",1,0,1,2,1,0
"tRF-18-78WP9L0L",1,1,2,0,5,2
"tRF-18-7HFK8SDZ",1,0,4,0,0,0
"tRF-18-7IR1JODJ",2,0,0,0,0,0
"tRF-18-7J3KYUD5",1,0,0,1,0,0
"tRF-18-7L73HQDU",0,0,7,0,0,0
"tRF-18-7P4PWJ0H",0,0,0,2,0,0
"tRF-18-7P596V03",18,11,17,7,8,4
"tRF-18-7PU9XW0N",0,0,0,0,1,0
"tRF-18-7PVR310N",1,3,0,0,2,0
"tRF-18-7Q2WNI0O",1,0,13,0,0,0
"tRF-18-7SDRJH00",0,0,0,0,2,0
"tRF-18-7SHRM504",1,0,0,0,0,0
"tRF-18-7X1RJY0D",2,0,0,1,0,0
"tRF-18-7X9PN5D5",1,0,0,0,0,0
"tRF-18-7Z2R1HDV",0,1,9,0,2,0
"tRF-18-7ZP33XD2",0,0,0,2,0,0
"tRF-18-808HWK0D",0,0,0,1,1,0
"tRF-18-80YYS9D4",0,1,0,0,0,0
"tRF-18-81J36RDY",0,0,2,0,0,0
"tRF-18-81PV6RDY",0,1,0,0,1,1
"tRF-18-821IQ405",3,1,1,1,1,0
"tRF-18-82FN5K05",0,2,0,2,0,0
"tRF-18-82FNPK05",3,0,6,0,0,0
"tRF-18-83ML5F02",1,0,3,2,0,1
"tRF-18-86J8WPD4",4,3,13,3,0,1
"tRF-18-86KP6HD2",0,0,3,0,0,0
"tRF-18-86V8WPD4",2,3,45,7,3,3
"tRF-18-86YZQDDK",0,0,3,0,0,0
"tRF-18-877343DZ",0,0,1,0,0,1
"tRF-18-87R7180O",1,0,1,0,0,2
"tRF-18-88I26WDY",0,0,4,0,0,0
"tRF-18-890Y5FD2",1,0,7,0,0,0
"tRF-18-89Q867D2",2,0,15,2,1,1
"tRF-18-8B0PQ2R",0,0,0,1,0,0
"tRF-18-8B8SOUDV",3,1,8,2,1,0
"tRF-18-8BWS72V",0,0,0,0,0,1
"tRF-18-8EKSP10J",1,0,0,0,0,0
