"","SRR19241977","SRR19241978","SRR19241979","SRR19241980","SRR19241981","SRR19241982","SRR19241983","SRR19241984"
"tRF-16-R7DJQV0",0,0,3.51,0,0,0,0,0
"tRF-16-R81XDDE",21.29,133.25,17.55,154.26,242.9,240.63,246.63,303.62
"tRF-16-R9593KD",3.04,0,0,0,0,0,0,0
"tRF-16-R95R3JB",3.04,0,3.51,0,0,0,0,0
"tRF-16-R95R3LD",3.04,0,0,0,0,0,0,0
"tRF-16-R95RM3E",0,0,0,0,0,4.46,0,0
"tRF-16-R95RMJ0",0,5.12,0,0,0,0,0,0
"tRF-16-R9JP9PD",0,5.12,0,0,0,0,0,0
"tRF-16-R9O1NID",0,0,0,0,0,0,4.57,0
"tRF-16-R9O9330",18.25,0,24.57,6.43,13.25,0,13.7,3.89
"tRF-16-R9O933B",3.04,0,3.51,0,0,0,0,0
"tRF-16-R9ODMJ0",0,0,7.02,0,0,0,4.57,3.89
"tRF-16-RERNLND",0,5.12,7.02,12.85,0,8.91,9.13,11.68
"tRF-16-RKIP4O0",0,0,0,6.43,0,0,0,0
"tRF-16-RKVPNPD",0,0,0,0,0,4.46,0,0
"tRF-16-RLQ4PU0",0,0,0,0,0,0,0,3.89
"tRF-16-RLXN48E",12.17,15.37,14.04,12.85,26.5,26.74,9.13,3.89
"tRF-16-RPFQJDE",9.12,0,3.51,0,0,4.46,0,11.68
"tRF-16-RPM830D",94.28,102.5,147.41,154.26,123.66,169.34,137.02,124.56
"tRF-16-RPM830E",30.41,46.12,35.1,51.42,39.75,49.02,31.97,42.82
"tRF-16-RQ59W3E",0,0,10.53,0,0,0,0,0
"tRF-16-RRX3W0D",3.04,0,0,0,0,0,4.57,0
"tRF-16-RSX3W0D",0,0,3.51,0,0,0,0,0
"tRF-16-RUSMKVD",3.04,0,0,0,4.42,0,0,0
"tRF-16-RX6NMHD",12.17,15.37,0,6.43,8.83,8.91,13.7,11.68
"tRF-16-RXSINHE",6.08,25.62,17.55,6.43,22.08,4.46,13.7,23.36
"tRF-16-RXSMKVD",0,0,0,0,0,0,4.57,0
"tRF-16-RY73W0D",0,0,3.51,0,0,0,0,0
"tRF-16-RZ81JJ0",3.04,0,0,0,0,0,0,0
"tRF-16-RZKSLP0",0,5.12,0,0,4.42,0,0,0
"tRF-16-S2PMFIE",0,0,0,0,0,4.46,0,0
"tRF-16-S3M830E",69.95,56.37,59.67,96.41,39.75,22.28,36.54,38.93
"tRF-16-S3S3R6E",0,0,0,0,0,4.46,0,0
"tRF-16-S4113KE",9.12,5.12,3.51,12.85,4.42,8.91,0,0
"tRF-16-S41M3KE",0,0,0,0,4.42,4.46,0,0
"tRF-16-S45J7KE",0,0,0,0,0,0,4.57,0
"tRF-16-S4I7MNE",0,0,0,0,0,0,4.57,0
"tRF-16-S5QKF10",6.08,0,0,0,0,0,0,0
"tRF-16-S5R830E",12.17,5.12,21.06,6.43,4.42,22.28,9.13,3.89
"tRF-16-S5S8R6D",0,0,3.51,0,0,0,0,0
"tRF-16-S8V0J60",0,5.12,0,0,8.83,0,4.57,0
"tRF-16-S8V0J80",3.04,0,3.51,0,0,4.46,0,0
"tRF-16-S998LOE",0,0,3.51,0,0,0,0,0
"tRF-16-SMKVNMB",0,0,0,0,0,4.46,0,0
"tRF-16-SQ2WW1E",0,0,0,0,0,4.46,0,0
"tRF-16-SSXUOLD",0,0,0,6.43,4.42,0,9.13,3.89
"tRF-16-SV9NLND",0,5.12,0,0,0,0,0,0
"tRF-16-U00KRX0",0,5.12,0,6.43,4.42,8.91,0,0
"tRF-16-U97PVPE",0,0,3.51,0,0,0,0,0
"tRF-16-UE15MXB",0,0,0,6.43,0,0,0,0
"tRF-16-UEDP5IE",0,0,0,6.43,0,0,13.7,3.89
"tRF-16-UKM759D",3.04,0,0,0,0,0,0,0
"tRF-16-UMX0SW0",3.04,0,3.51,6.43,17.67,8.91,4.57,0
"tRF-16-V2Y8L9E",9.12,10.25,24.57,12.85,13.25,17.82,22.84,3.89
"tRF-16-V4V4SQD",0,0,0,0,0,0,4.57,0
"tRF-16-V4VH7QD",0,0,3.51,19.28,4.42,0,0,0
"tRF-16-VH915H0",0,0,7.02,6.43,0,8.91,4.57,3.89
"tRF-16-VIZKXXB",0,0,0,0,4.42,0,0,0
"tRF-16-VKXZFYE",3.04,5.12,0,0,8.83,0,4.57,0
"tRF-16-VL3NBZD",0,5.12,0,0,8.83,0,0,0
"tRF-16-VUY9Q90",3.04,0,0,0,0,0,0,0
"tRF-16-VUY9RZ0",0,0,3.51,0,0,0,0,0
"tRF-16-VW3H93E",0,0,7.02,12.85,0,0,0,3.89
"tRF-16-W36JIKB",0,0,3.51,0,0,0,0,0
"tRF-16-W3FJHPB",45.62,51.25,31.59,44.99,66.24,53.47,4.57,31.14
"tRF-16-W3FJIKB",155.1,230.62,143.9,122.12,194.32,173.79,82.21,105.1
"tRF-16-W47W1R0",0,10.25,0,0,4.42,4.46,13.7,42.82
"tRF-16-W631QJE",0,0,0,0,0,0,0,3.89
"tRF-16-W6VM4JD",0,5.12,0,0,0,4.46,0,0
"tRF-16-W7WK6W0",0,0,10.53,0,0,0,4.57,3.89
"tRF-16-W9RKM80",0,0,7.02,0,0,0,0,0
"tRF-16-WB08P2B",0,5.12,0,0,0,0,0,0
"tRF-16-WB08Q2B",0,0,3.51,0,0,4.46,4.57,0
"tRF-16-WE884UB",0,0,0,0,0,4.46,0,0
"tRF-16-WE8RO80",6.08,0,0,0,0,8.91,13.7,0
"tRF-16-WE8S68D",0,0,0,0,0,0,0,3.89
"tRF-16-WE8SPOD",0,0,3.51,0,0,0,0,3.89
"tRF-16-WE8SPOE",0,0,0,0,0,4.46,0,0
"tRF-16-WEK879B",3.04,0,0,0,0,0,0,0
"tRF-16-WJ9X0UB",0,0,3.51,6.43,4.42,8.91,0,0
"tRF-16-WK6WRND",0,0,0,0,4.42,4.46,0,3.89
"tRF-16-WKXU53D",0,0,0,6.43,0,0,0,0
"tRF-16-WO6VJDE",0,0,0,6.43,0,0,0,0
"tRF-16-WS3V2V0",0,0,0,0,4.42,0,4.57,0
"tRF-16-WS7309D",0,0,0,0,0,4.46,0,0
"tRF-16-WU1M70E",6.08,15.37,3.51,6.43,0,8.91,13.7,0
"tRF-16-WVEH93E",0,0,0,0,4.42,0,0,0
"tRF-16-WYL1M3E",0,5.12,3.51,6.43,0,0,0,0
"tRF-16-X0SW5ND",0,5.12,0,0,0,0,0,0
"tRF-16-X3HRL70",3.04,0,3.51,0,4.42,4.46,4.57,3.89
"tRF-16-X55JK80",0,5.12,0,0,0,0,0,0
"tRF-16-X5Q4R90",0,0,3.51,0,0,0,0,0
"tRF-16-XEKJ5R0",0,5.12,0,0,4.42,4.46,0,0
"tRF-16-XLR828B",0,0,0,0,0,0,4.57,0
"tRF-16-XQ53K80",0,0,0,0,4.42,0,0,3.89
"tRF-16-XRPM46D",3.04,0,0,6.43,0,0,0,0
"tRF-16-XU53F80",3.04,0,0,0,0,0,0,0
"tRF-16-XU53K80",0,0,0,0,0,0,0,3.89
"tRF-16-Y6QSD2D",0,0,0,0,4.42,4.46,0,0
"tRF-16-Y8L9810",0,0,0,0,4.42,0,0,0
"tRF-16-Y8NNBSB",0,5.12,0,0,0,4.46,0,0
"tRF-16-Y8RH93E",3.04,0,0,0,0,0,0,0
"tRF-16-Y9PYKHD",3.04,0,0,19.28,4.42,8.91,4.57,7.79
"tRF-16-YEN0RRB",6.08,5.12,0,0,4.42,0,0,0
"tRF-16-YKISQID",15.21,25.62,24.57,25.71,8.83,4.46,9.13,11.68
"tRF-16-YKWIR90",3.04,0,0,0,0,0,4.57,3.89
"tRF-16-YKWIR9B",3.04,5.12,3.51,0,0,0,0,3.89
"tRF-16-YO8R6QD",0,5.12,0,0,0,0,0,0
"tRF-16-YOSR990",0,0,3.51,0,0,0,0,0
"tRF-16-YPSV17D",0,0,0,0,4.42,0,0,0
"tRF-16-YR66EFD",0,0,0,6.43,8.83,4.46,4.57,7.79
"tRF-16-YRLHR0D",0,0,7.02,0,0,0,0,0
"tRF-16-YRRHQFD",3.04,25.62,10.53,44.99,22.08,17.82,22.84,7.79
"tRF-16-YSQSD2D",18.25,5.12,31.59,19.28,13.25,8.91,13.7,0
"tRF-16-YU4RRQ0",9.12,0,3.51,0,0,0,0,0
"tRF-16-YU4RRW0",9.12,0,21.06,0,0,13.37,0,7.79
"tRF-16-YU8SRZD",0,0,0,0,0,4.46,0,0
"tRF-16-YUBS68B",0,5.12,0,6.43,0,0,0,0
"tRF-16-YUBS6PB",0,5.12,0,0,0,0,0,0
"tRF-16-YUHR0VE",0,0,0,0,0,0,0,3.89
"tRF-16-YUSR0S0",0,0,0,0,0,0,4.57,0
"tRF-16-YUYRLH0",0,0,0,0,0,0,0,3.89
"tRF-16-YYS9MQ0",3.04,0,0,0,0,0,0,0
"tRF-16-YZQD3KE",0,0,3.51,6.43,0,0,0,0
"tRF-16-Z343RQ0",0,0,0,6.43,0,0,0,0
"tRF-16-Z8R3WEE",3.04,0,0,0,4.42,8.91,0,0
"tRF-16-ZDL9X1B",54.74,1004.49,73.7,655.6,755.19,623.87,465.85,544.95
"tRF-16-ZH0SR90",0,0,0,0,4.42,0,0,0
"tRF-16-ZKRNLND",0,0,3.51,6.43,4.42,0,0,0
"tRF-16-ZRS3SJ0",0,0,3.51,0,0,4.46,0,0
"tRF-16-ZVEH93E",0,0,0,0,4.42,0,9.13,0
"tRF-17-026ZEDJ",0,5.12,0,0,0,4.46,0,0
"tRF-17-04SXQ3O",0,0,0,0,0,0,4.57,0
"tRF-17-078SUXJ",0,10.25,3.51,0,8.83,0,0,0
"tRF-17-07QSNHJ",30.41,51.25,35.1,32.14,39.75,8.91,0,38.93
"tRF-17-08F4BD3",57.78,25.62,38.61,19.28,66.24,35.65,27.4,54.5
"tRF-17-08P2B52",0,0,0,6.43,0,4.46,0,3.89
"tRF-17-08P2F52",60.83,35.87,35.1,25.71,53,22.28,36.54,54.5
"tRF-17-08Q2B52",784.65,958.36,786.18,842,1377.89,1296.75,593.73,759.04
"tRF-17-094OFOO",0,0,0,0,0,0,4.57,7.79
"tRF-17-09Z51UJ",3.04,0,0,0,4.42,4.46,4.57,11.68
"tRF-17-0DFKN5L",0,0,0,0,0,4.46,0,0
"tRF-17-0HLBRRJ",0,0,0,6.43,0,0,0,0
"tRF-17-0L9RQ44",3.04,0,3.51,0,4.42,4.46,0,0
"tRF-17-0P5830P",12.17,0,0,6.43,8.83,8.91,4.57,0
"tRF-17-0PRMQ0Q",0,5.12,0,0,4.42,0,4.57,0
"tRF-17-0RNQYXJ",0,0,3.51,0,4.42,4.46,0,3.89
"tRF-17-0RSSX7J",6.08,10.25,0,0,0,35.65,4.57,7.79
"tRF-17-0RYNUR2",0,10.25,14.04,19.28,17.67,26.74,22.84,15.57
"tRF-17-0UQ2B52",0,15.37,3.51,0,4.42,4.46,4.57,0
"tRF-17-0VL8K8N",0,0,0,0,4.42,0,0,0
"tRF-17-0Y3KQ92",6.08,46.12,10.53,38.56,22.08,13.37,50.24,54.5
"tRF-17-10H7RNK",3.04,5.12,3.51,0,4.42,0,0,0
"tRF-17-1293WE5",3.04,0,0,19.28,0,4.46,13.7,15.57
"tRF-17-12Z4R9L",0,0,0,0,0,0,0,3.89
"tRF-17-16538E5",0,0,0,0,0,8.91,0,0
"tRF-17-184KISN",6.08,5.12,3.51,0,22.08,0,9.13,7.79
"tRF-17-18VUY9M",0,0,7.02,0,0,4.46,0,3.89
"tRF-17-18YMEMP",0,5.12,0,0,0,0,0,0
"tRF-17-195181P",0,0,0,0,0,0,0,3.89
"tRF-17-1EWJQ72",0,0,3.51,0,0,8.91,0,3.89
"tRF-17-1HPSR9L",0,0,0,0,4.42,0,0,0
"tRF-17-1IUUK7O",0,0,0,0,4.42,4.46,0,0
"tRF-17-1KVUY94",21.29,15.37,17.55,12.85,4.42,8.91,9.13,7.79
"tRF-17-1LQ4PUM",0,0,0,0,0,4.46,0,0
"tRF-17-1MQ8YUI",0,0,0,0,4.42,4.46,0,0
"tRF-17-1MQ8YUQ",0,0,0,0,0,4.46,0,0
"tRF-17-1N70YUM",3.04,0,0,0,0,0,0,0
"tRF-17-1NR8YU5",3.04,0,0,0,0,0,0,0
"tRF-17-1NR8YUM",0,5.12,0,0,4.42,0,0,0
"tRF-17-1OHE103",0,5.12,0,0,0,13.37,0,7.79
"tRF-17-1R7HFE1",0,5.12,0,6.43,4.42,0,0,3.89
"tRF-17-1RXSMMM",0,0,0,0,4.42,0,0,0
"tRF-17-1SS2P44",27.37,20.5,3.51,19.28,30.91,8.91,27.4,7.79
"tRF-17-1SS2PMH",9.12,5.12,0,6.43,22.08,8.91,9.13,7.79
"tRF-17-1ZILQXJ",0,0,0,0,0,0,0,7.79
"tRF-17-22RRN35",3.04,0,0,0,0,0,0,0
"tRF-17-245J7KQ",6.08,5.12,17.55,6.43,17.67,4.46,4.57,7.79
"tRF-17-2EK8E0J",0,0,0,6.43,0,0,0,0
"tRF-17-2F5JYH1",0,0,0,0,4.42,0,0,0
"tRF-17-2J1Y0S4",6.08,5.12,3.51,0,0,4.46,0,3.89
"tRF-17-2MK827J",0,0,0,0,0,0,4.57,3.89
"tRF-17-2QW18FK",3.04,0,0,0,0,0,0,0
"tRF-17-2R14PS4",0,0,0,0,0,0,4.57,0
"tRF-17-2R1HPS4",0,0,0,0,0,0,4.57,0
"tRF-17-2S3HPS4",0,0,0,0,0,8.91,4.57,7.79
"tRF-17-2VR0084",0,20.5,0,6.43,22.08,17.82,13.7,11.68
"tRF-17-2VR0PS4",0,0,3.51,0,0,0,0,3.89
"tRF-17-2WNIYFK",0,0,0,0,0,8.91,0,0
"tRF-17-2YU04DQ",0,25.62,3.51,6.43,35.33,35.65,9.13,15.57
"tRF-17-307W5N2",3.04,5.12,0,0,0,0,0,0
"tRF-17-30MMUK3",0,0,3.51,0,0,0,0,0
"tRF-17-31QJ3KQ",6.08,0,14.04,12.85,4.42,22.28,4.57,3.89
"tRF-17-325UB1Q",3.04,0,0,0,0,0,0,7.79
"tRF-17-3290Q44",0,0,0,0,0,0,0,3.89
"tRF-17-32Q86NN",0,5.12,0,0,0,4.46,0,0
"tRF-17-37YF7D2",3.04,71.75,7.02,51.42,57.41,35.65,41.1,54.5
"tRF-17-3B1NR8Q",0,5.12,0,0,0,0,0,0
"tRF-17-3HPSR9L",0,5.12,0,0,13.25,4.46,0,3.89
"tRF-17-3L7L732",3.04,5.12,0,0,0,0,0,0
"tRF-17-3OPP6NN",0,5.12,0,6.43,0,0,0,0
"tRF-17-3XRSN35",3.04,5.12,0,0,4.42,4.46,0,0
"tRF-17-409Z7KQ",6.08,5.12,7.02,0,8.83,4.46,0,3.89
"tRF-17-40KK5YP",12.17,0,7.02,0,4.42,0,0,7.79
"tRF-17-45DBNIF",3.04,30.75,0,6.43,4.42,0,0,0
"tRF-17-45LSM1K",0,0,0,0,0,0,4.57,0
"tRF-17-490VL83",0,0,0,6.43,0,8.91,0,0
"tRF-17-490VL8J",0,0,0,0,4.42,0,0,0
"tRF-17-4BRRN35",3.04,5.12,0,0,0,0,0,0
"tRF-17-4E6L1F5",3.04,0,0,0,0,0,0,0
"tRF-17-4O77R7J",3.04,0,0,0,0,8.91,0,0
"tRF-17-4P64R9L",0,0,7.02,0,0,0,0,7.79
"tRF-17-4PRS93Q",3.04,0,0,0,0,0,0,0
"tRF-17-4PU3XOO",0,0,0,6.43,0,0,0,0
"tRF-17-4RRQRBJ",0,0,0,6.43,0,0,0,0
"tRF-17-4S14IZ2",0,0,0,0,0,4.46,4.57,0
"tRF-17-4S581HP",0,0,3.51,0,0,0,0,0
"tRF-17-4W6VD8O",0,5.12,0,0,0,0,0,0
"tRF-17-4ZMKQ44",0,5.12,0,0,0,0,0,0
"tRF-17-50SRRN2",0,0,3.51,0,0,0,0,0
"tRF-17-51MLHVI",0,0,0,0,13.25,4.46,4.57,11.68
"tRF-17-56M3WBJ",3.04,0,0,0,0,0,0,0
"tRF-17-58J0K8O",0,0,0,0,0,0,4.57,0
"tRF-17-58RW5PN",0,5.12,0,0,0,0,0,0
"tRF-17-593J2H2",3.04,0,0,0,0,4.46,0,0
"tRF-17-593KMH2",0,0,0,0,4.42,0,0,0
"tRF-17-596VW6J",6.08,10.25,14.04,6.43,13.25,0,4.57,0
"tRF-17-59KNNVL",3.04,0,3.51,0,0,4.46,0,0
"tRF-17-59WIZKP",0,0,0,0,0,0,4.57,0
"tRF-17-5DMKYUQ",6.08,10.25,3.51,6.43,0,4.46,4.57,11.68
"tRF-17-5IUDK7O",0,0,0,0,4.42,4.46,0,0
"tRF-17-5JK876I",0,0,3.51,0,0,0,0,0
"tRF-17-5LDOV2M",0,0,0,0,8.83,8.91,0,0
"tRF-17-5MW36D3",0,0,0,0,0,0,0,3.89
"tRF-17-5OJIH6Q",0,0,0,0,4.42,0,0,0
"tRF-17-5P7JE2L",0,0,0,0,0,0,4.57,0
"tRF-17-5R3JH92",3.04,0,0,0,0,4.46,4.57,0
"tRF-17-5VF3R3Q",3.04,0,3.51,0,0,0,4.57,0
"tRF-17-5WF918O",0,0,7.02,0,0,0,0,0
"tRF-17-5XR4NP3",9.12,30.75,10.53,19.28,35.33,44.56,22.84,73.96
"tRF-17-60MV9JJ",3.04,0,10.53,0,0,0,9.13,15.57
"tRF-17-623K7SI",6.08,5.12,7.02,0,8.83,4.46,13.7,3.89
"tRF-17-645J7KQ",0,5.12,3.51,6.43,0,0,0,0
"tRF-17-64R4XL4",3.04,0,0,0,0,4.46,0,0
"tRF-17-64R9595",0,0,0,6.43,0,0,0,0
"tRF-17-67NZU6J",0,0,0,0,0,0,0,3.89
"tRF-17-68K87S1",3.04,30.75,0,0,13.25,17.82,13.7,7.79
"tRF-17-6JYBKRQ",3.04,0,0,0,0,0,0,0
"tRF-17-6NMH491",0,5.12,0,0,0,0,0,0
"tRF-17-6RRNLIJ",6.08,0,0,0,0,0,0,0
"tRF-17-6S7P4P5",0,5.12,0,0,0,4.46,0,0
"tRF-17-6XQ6S8O",0,0,3.51,0,0,0,0,0
"tRF-17-70VR31P",3.04,0,7.02,12.85,0,0,4.57,0
"tRF-17-739P8WM",21.29,169.12,3.51,96.41,114.82,75.76,118.75,128.45
"tRF-17-73FJQ43",3.04,0,3.51,0,4.42,0,0,0
"tRF-17-73V02YN",6.08,0,0,0,0,4.46,0,0
"tRF-17-73V2Y8K",12.17,15.37,17.55,25.71,22.08,17.82,31.97,35.03
"tRF-17-73V6M7M",0,0,3.51,0,0,0,0,0
"tRF-17-741M3KQ",3.04,0,0,0,0,0,0,0
"tRF-17-76IR3D4",0,0,3.51,0,0,0,0,0
"tRF-17-79MP9PK",3.04,0,7.02,12.85,8.83,0,0,7.79
"tRF-17-7IVI7O3",3.04,0,3.51,0,0,4.46,4.57,7.79
"tRF-17-7O409ZN",3.04,0,3.51,0,0,0,0,0
"tRF-17-7OO8J0J",0,0,0,0,0,0,4.57,0
"tRF-17-7P596V5",9.12,0,3.51,6.43,0,4.46,13.7,7.79
"tRF-17-7PU9XWP",48.66,15.37,63.18,12.85,22.08,13.37,18.27,15.57
"tRF-17-7S0RMIJ",0,5.12,0,0,0,0,0,0
"tRF-17-7SD6MS4",0,0,0,0,0,4.46,0,0
"tRF-17-7SDRJHN",0,0,0,0,0,0,4.57,0
"tRF-17-7SERM4P",3.04,0,0,0,0,4.46,0,0
"tRF-17-7SERMLP",0,5.12,0,0,0,0,0,0
"tRF-17-7SFR2WP",0,0,3.51,0,0,0,0,0
"tRF-17-7SHRMF5",0,0,0,0,0,4.46,0,0
"tRF-17-7SIRM12",0,0,0,0,0,0,0,3.89
"tRF-17-7UK87SI",3.04,0,0,0,0,4.46,0,0
"tRF-17-7X9PN53",0,148.62,0,89.98,203.15,138.14,95.91,147.92
"tRF-17-7Y93Y05",0,5.12,0,6.43,4.42,8.91,0,3.89
"tRF-17-7ZP33XJ",0,5.12,0,0,0,4.46,0,0
"tRF-17-808HWKN",0,5.12,0,0,0,0,0,0
"tRF-17-821IQ4Q",3.04,0,3.51,0,0,0,0,3.89
"tRF-17-821NQ4Q",6.08,0,0,0,0,0,0,0
"tRF-17-82FNPKQ",0,0,0,0,0,0,0,3.89
"tRF-17-83ML5F5",9.12,0,7.02,0,0,0,0,0
"tRF-17-83ML5FO",3.04,0,7.02,0,4.42,0,0,0
"tRF-17-83RPFVM",0,0,0,6.43,0,0,0,0
"tRF-17-8639SV2",0,0,0,0,0,4.46,0,0
"tRF-17-863IP52",27.37,205,38.61,89.98,348.89,258.46,150.72,159.59
"tRF-17-8689SV2",0,10.25,0,12.85,8.83,8.91,4.57,11.68
"tRF-17-86K9SV2",0,0,0,0,0,0,4.57,0
"tRF-17-86KP6HJ",3.04,0,0,0,0,4.46,0,0
"tRF-17-86S2P92",3.04,5.12,3.51,0,0,4.46,0,0
"tRF-17-86V8WPK",0,0,0,6.43,0,0,0,3.89
"tRF-17-86Z34J2",0,5.12,0,12.85,0,4.46,9.13,0
"tRF-17-88481D2",3.04,5.12,3.51,19.28,53,84.67,13.7,31.14
"tRF-17-884U1D2",88.2,251.12,98.27,263.53,309.14,588.22,168.99,221.87
"tRF-17-8871K92",319.33,1588.73,273.76,1285.5,2159.58,1764.65,598.3,790.18
"tRF-17-8871KR2",0,10.25,0,6.43,0,0,4.57,0
"tRF-17-88FYREP",0,0,3.51,0,0,0,0,0
"tRF-17-890Y5FJ",0,5.12,0,0,0,0,0,0
"tRF-17-89Q867J",0,5.12,0,6.43,0,4.46,0,3.89
"tRF-17-8B8SOUM",0,0,0,0,0,4.46,0,0
"tRF-17-8EKSP15",0,0,0,0,0,4.46,0,0
"tRF-17-8HM2OS4",3.04,0,7.02,0,0,4.46,4.57,0
"tRF-17-8K587SI",9.12,10.25,7.02,0,8.83,4.46,4.57,7.79
"tRF-17-8O90Q44",12.17,0,3.51,12.85,4.42,4.46,0,0
"tRF-17-8P4U1D2",0,0,0,0,0,0,4.57,0
"tRF-17-8PLML35",3.04,0,0,0,4.42,8.91,4.57,3.89
"tRF-17-8Q9MYKJ",3.04,10.25,0,6.43,0,8.91,4.57,0
"tRF-17-8R1546J",3.04,5.12,0,0,17.67,4.46,0,0
"tRF-17-8R6546J",60.83,174.25,59.67,160.69,304.73,169.34,68.51,112.88
"tRF-17-8R6Q46J",85.16,220.37,80.72,199.25,326.81,254,109.61,144.02
"tRF-17-8S2SP52",0,0,0,0,0,4.46,0,0
"tRF-17-8S68L52",12.17,25.62,21.06,64.27,53,26.74,9.13,7.79
"tRF-17-8SPOL52",12.17,15.37,17.55,12.85,30.91,57.93,4.57,27.25
"tRF-17-8WQ0D52",0,71.75,3.51,25.71,39.75,22.28,41.1,31.14
"tRF-17-8Y3DUV2",21.29,92.25,42.12,77.13,105.99,115.86,45.67,77.85
"tRF-17-8Y3HSV2",9.12,20.5,10.53,19.28,26.5,22.28,4.57,3.89
"tRF-17-8YWJUV2",0,0,0,0,0,4.46,0,0
"tRF-17-8ZLLQ6N",0,0,3.51,0,0,0,0,0
"tRF-17-93Q01MJ",0,0,0,0,4.42,0,0,0
"tRF-17-941QKSJ",15.21,0,31.59,38.56,4.42,26.74,0,11.68
"tRF-17-945NB23",45.62,46.12,45.63,44.99,105.99,75.76,155.28,155.7
"tRF-17-94J4S2I",0,0,3.51,0,0,0,0,0
"tRF-17-94V4SMI",0,5.12,0,6.43,0,0,0,0
"tRF-17-9553K8N",0,0,3.51,0,0,0,4.57,0
"tRF-17-96L85DK",3.04,0,0,0,4.42,4.46,0,0
"tRF-17-98YKISM",0,5.12,3.51,6.43,4.42,0,0,0
"tRF-17-9EDJSY1",3.04,5.12,7.02,6.43,4.42,0,0,0
"tRF-17-9EDJSYI",3.04,0,3.51,0,4.42,4.46,0,0
"tRF-17-9KIWRNK",3.04,0,0,0,0,0,4.57,0
"tRF-17-9MH57SJ",0,0,3.51,0,0,0,4.57,0
"tRF-17-9MVH7PL",0,5.12,0,0,0,0,0,0
"tRF-17-9N15WVN",45.62,92.25,42.12,122.12,97.16,75.76,45.67,73.96
"tRF-17-9N1EWJM",42.58,153.75,63.18,70.7,203.15,106.95,73.08,105.1
"tRF-17-9N1QKSJ",3.04,5.12,3.51,12.85,8.83,13.37,0,3.89
"tRF-17-9NDJ581",0,0,7.02,0,0,0,0,0
"tRF-17-9NDJ781",0,0,0,0,4.42,0,0,0
"tRF-17-9NH5SY3",0,0,3.51,0,0,0,0,3.89
"tRF-17-9NLM3KQ",3.04,0,0,0,0,0,0,0
"tRF-17-9NLN3J5",0,0,0,12.85,0,0,0,0
"tRF-17-9NS334K",6.08,117.87,10.53,77.13,119.24,115.86,63.94,85.64
"tRF-17-9O08F4F",0,0,0,0,0,0,0,3.89
"tRF-17-9O0PRMM",0,0,3.51,0,0,0,0,0
"tRF-17-9Q53K8N",0,0,10.53,0,4.42,8.91,4.57,7.79
"tRF-17-9Q5J48N",3.04,0,0,0,0,0,0,0
"tRF-17-9Q5JK8N",12.17,15.37,14.04,25.71,17.67,4.46,13.7,19.46
"tRF-17-9URRM35",0,0,0,0,0,4.46,0,0
"tRF-17-9VZVEHP",3.04,0,0,0,0,4.46,0,0
"tRF-17-9W53K8N",3.04,0,7.02,0,8.83,0,0,0
"tRF-17-B162XB1",0,5.12,0,6.43,4.42,8.91,0,0
"tRF-17-B1RHOD1",0,0,7.02,0,0,8.91,9.13,0
"tRF-17-B4ZPEK3",0,25.62,0,51.42,22.08,13.37,9.13,27.25
"tRF-17-B6R3LUN",0,5.12,0,0,0,0,0,3.89
"tRF-17-BBSQ6KJ",3.04,10.25,0,0,0,0,0,0
"tRF-17-BE7XO8M",3.04,10.25,0,25.71,13.25,13.37,0,3.89
"tRF-17-BLJD22M",0,0,3.51,0,0,4.46,0,0
"tRF-17-BLS17O3",0,0,0,0,0,4.46,0,3.89
"tRF-17-BM32LJJ",6.08,15.37,3.51,6.43,4.42,4.46,9.13,11.68
"tRF-17-BMM3PR3",0,0,0,0,0,4.46,0,0
"tRF-17-BMW36D3",0,10.25,7.02,0,0,0,4.57,7.79
"tRF-17-BMW3RD3",0,0,0,0,0,0,0,3.89
"tRF-17-BMWIRJ3",0,0,0,6.43,0,0,4.57,0
"tRF-17-BP1IUUJ",0,15.37,0,0,13.25,17.82,0,0
"tRF-17-BP4MJYN",0,0,0,0,0,0,0,3.89
"tRF-17-BQ6ZW6J",3.04,20.5,3.51,0,8.83,13.37,13.7,0
"tRF-17-BRMR715",0,0,0,0,0,0,0,3.89
"tRF-17-BS5EOBJ",15.21,82,14.04,38.56,66.24,62.39,50.24,128.45
"tRF-17-BS68BFJ",672.12,686.74,673.87,1002.69,1369.06,1114.05,717.05,762.93
"tRF-17-BS6PBFJ",3.04,0,3.51,0,0,4.46,0,0
"tRF-17-BS6PDFJ",60.83,41,56.16,38.56,39.75,44.56,41.1,35.03
"tRF-17-BSF8BFJ",3.04,5.12,0,0,0,4.46,0,0
"tRF-17-BX1WZ44",0,10.25,0,0,0,4.46,0,0
"tRF-17-BY68BFJ",12.17,0,3.51,0,0,4.46,4.57,3.89
"tRF-17-BZOS4Y1",18.25,35.87,7.02,38.56,53,53.47,31.97,50.6
"tRF-17-D3L87SI",0,0,0,0,4.42,0,0,0
"tRF-17-D5F1D0J",0,15.37,0,0,8.83,8.91,27.4,7.79
"tRF-17-D7LYR15",3.04,0,0,0,0,4.46,0,0
"tRF-17-D7M4615",3.04,5.12,3.51,6.43,0,4.46,0,3.89
"tRF-17-D7M4O15",3.04,0,7.02,0,0,4.46,0,0
"tRF-17-D81H935",0,0,0,0,0,4.46,4.57,0
"tRF-17-D890YBL",0,10.25,3.51,6.43,30.91,8.91,4.57,15.57
